id,fullName,shortName,nationality,dateOfBirth,rightArmedBowl,rightHandedBat,bowlingStyle,teamId
619,Mohammad Shahzad,M Shahzad,Afghan,1987-01-10,true,true,,19658
5134,Hazratullah Zazai,H Zazai,Afghan,1998-03-23,false,false,ORTHODOX,19658
1250,Rahmat Shah,R Shah,Afghan,1993-07-06,true,true,LEG_SPIN,19658
2884,Hashmatullah Shahidi,H Shahidi,Afghan,1994-11-04,true,false,OFF_SPIN,19658
618,Mohammad Nabi,M Nabi,Afghan,1985-01-01,true,true,OFF_SPIN,19658
613,Gulbadin Naib,G Naib,Afghan,1991-03-16,true,true,MEDIUM_SEAM,19658
2885,Rashid Khan,R Khan,Afghan,1998-09-20,true,true,LEG_SPIN,19658
612,Dawlat Zadran,D Zadran,Afghan,1988-03-19,true,true,FAST_SEAM,19658
4572,Mujeeb Ur Rahman,M Ur Rahman,Afghan,2001-03-28,true,true,OFF_SPIN,19658
614,Hamid Hassan,H Hassan,Afghan,1987-06-01,true,true,FAST_SEAM,19658
620,Najibullah Zadran,N Zadran,Afghan,1993-02-28,true,false,OFF_SPIN,19658
167,Aaron Finch,A Finch,Australian,1986-11-17,false,true,ORTHODOX,19659
170,David Warner,D Warner,Australian,1986-10-27,true,false,LEG_SPIN,19659
948,Usman Khawaja,U Khawaja,Australian,1986-12-18,true,false,MEDIUM_SEAM,19659
271,Steve Smith,S Smith,Australian,1989-06-02,true,true,LEG_SPIN,19659
282,Glenn Maxwell,G Maxwell,Australian,1988-10-14,true,true,OFF_SPIN,19659
964,Marcus Stoinis,M Stoinis,Australian,1989-08-16,true,true,MEDIUM_SEAM,19659
3882,Alex Carey,A Carey,Australian,1991-08-27,false,false,,19659
840,Nathan Coulter-Nile,N Coulter-Nile,Australian,1987-10-11,true,true,FAST_SEAM,19659
488,Pat Cummins,P Cummins,Australian,1993-05-08,true,true,FAST_SEAM,19659
490,Mitchell Starc,M Starc,Australian,1990-01-30,false,false,FAST_SEAM,19659
958,Adam Zampa,A Zampa,Australian,1992-03-31,true,true,LEG_SPIN,19659
834,Quinton de Kock,Q de Kock,South African,1992-12-17,false,false,,19660
1667,Aiden Markram,A Markram,South African,1994-10-04,true,true,OFF_SPIN,19660
24,Faf du Plessis,F du Plessis,South African,1984-07-13,true,true,LEG_SPIN,19660
1277,Rassie van der Dussen,R van der Dussen,South African,1989-02-07,true,true,LEG_SPIN,19660
187,David Miller,D Miller,South African,1989-06-10,true,false,OFF_SPIN,19660
182,JP Duminy,JP Duminy,South African,1984-04-14,false,false,,19660
1662,Andile Phehlukwayo,A Phehlukwayo,South African,1996-03-03,true,false,MEDIUM_SEAM,19660
836,Chris Morris,C Morris,South African,1987-04-30,true,true,FAST_SEAM,19660
1664,Kagiso Rabada,K Rabada,South African,1995-05-25,true,false,FAST_SEAM,19660
3746,Lungi Ngidi,L Ngidi,South African,1996-03-29,true,true,FAST_SEAM,19660
898,Imran Tahir,I Tahir,South African,1979-03-27,true,true,LEG_SPIN,19660
287,Tamim Iqbal,T Iqbal,Bangladeshi,1989-03-20,false,false,,19661
1919,Soumya Sarkar,S Sarkar,Bangladeshi,1993-02-25,true,false,MEDIUM_SEAM,19661
201,Shakib Al Hasan,S Al Hasan,Bangladeshi,1987-03-24,false,false,ORTHODOX,19661
491,Mushfiqur Rahim,M Rahim,Bangladeshi,1987-05-09,true,true,,19661
1733,Mohammad Mithun,M Mithun,Bangladeshi,1991-03-02,true,true,,19661
492,Mahmudullah,Mahmudullah,Bangladeshi,1986-02-04,true,true,OFF_SPIN,19661
1588,Mosaddek Hossain,M Hossain,Bangladeshi,1995-12-10,true,true,OFF_SPIN,19661
2915,Mohammad Saifuddin,M Saifuddin,Bangladeshi,1996-11-01,true,false,MEDIUM_SEAM,19661
1597,Mehidy Hasan,M Hasan,Bangladeshi,1997-10-25,true,true,OFF_SPIN,19661
391,Mashrafe Mortaza,M Mortaza,Bangladeshi,1983-10-05,true,true,FAST_SEAM,19661
1594,Mustafizur Rahman,M Rahman,Bangladeshi,1995-09-06,false,false,FAST_SEAM,19661
1906,Jason Roy,J Roy,English,1990-07-21,true,true,,19666
506,Jonny Bairstow,J Bairstow,English,1989-09-26,true,true,MEDIUM_SEAM,19666
887,Joe Root,J Root,English,1990-12-30,true,true,OFF_SPIN,19666
197,Eoin Morgan,E Morgan,English,1986-09-10,true,false,MEDIUM_SEAM,19666
1154,Ben Stokes,B Stokes,English,1991-06-04,true,false,FAST_SEAM,19666
509,Jos Buttler,J Buttler,English,1990-09-08,true,true,,19666
1735,Moeen Ali,M Ali,English,1987-06-18,true,false,OFF_SPIN,19666
967,Chris Woakes,C Woakes,English,1989-03-02,true,true,FAST_SEAM,19666
3502,Jofra Archer,J Archer,English,1995-04-01,true,true,FAST_SEAM,19666
796,Adil Rashid,A Rashid,English,1988-02-17,true,true,LEG_SPIN,19666
2749,Mark Wood,M Wood,English,1990-01-11,true,true,FAST_SEAM,19666
1568,Imam-ul-Haq,Imam ul-Haq,Pakistani,1995-12-12,false,false,,19667
3801,Fakhar Zaman,F Zaman,Pakistani,1990-04-10,false,false,ORTHODOX,19667
2759,Babar Azam,B Azam,Pakistani,1994-10-15,true,true,OFF_SPIN,19667
314,Shoaib Malik,S Malik,Pakistani,1982-02-01,true,true,OFF_SPIN,19667
846,Sarfaraz Ahmed,S Ahmed,Pakistani,1987-05-22,true,true,OFF_SPIN,19667
441,Mohammad Hafeez,M Hafeez,Pakistani,1980-10-17,true,true,OFF_SPIN,19667
1265,Asif Ali,A Ali,Pakistani,1991-10-01,true,true,MEDIUM_SEAM,19667
3046,Shadab Khan,S Khan,Pakistani,1998-10-04,true,true,LEG_SPIN,19667
3325,Hasan Ali,H Ali,Pakistani,1994-07-02,true,true,MEDIUM_SEAM,19667
988,Wahab Riaz,W Riaz,Pakistani,1985-06-28,false,true,FAST_SEAM,19667
2896,Mohammad Amir,M Amir,Pakistani,1992-04-13,false,false,FAST_SEAM,19667
619,Mohammad Shahzad,M Shahzad,Afghan,1987-01-10,true,true,,19678
5134,Hazratullah Zazai,H Zazai,Afghan,1998-03-23,false,false,ORTHODOX,19678
1250,Rahmat Shah,R Shah,Afghan,1993-07-06,true,true,LEG_SPIN,19678
2884,Hashmatullah Shahidi,H Shahidi,Afghan,1994-11-04,true,false,OFF_SPIN,19678
618,Mohammad Nabi,M Nabi,Afghan,1985-01-01,true,true,OFF_SPIN,19678
613,Gulbadin Naib,G Naib,Afghan,1991-03-16,true,true,MEDIUM_SEAM,19678
620,Najibullah Zadran,N Zadran,Afghan,1993-02-28,true,false,OFF_SPIN,19678
2885,Rashid Khan,R Khan,Afghan,1998-09-20,true,true,LEG_SPIN,19678
612,Dawlat Zadran,D Zadran,Afghan,1988-03-19,true,true,FAST_SEAM,19678
4572,Mujeeb Ur Rahman,M Ur Rahman,Afghan,2001-03-28,true,true,OFF_SPIN,19678
614,Hamid Hassan,H Hassan,Afghan,1987-06-01,true,true,FAST_SEAM,19678
954,Dimuth Karunaratne,D Karunaratne,Sri Lankan,1988-04-21,true,false,MEDIUM_SEAM,19679
502,Lahiru Thirimanne,L Thirimanne,Sri Lankan,1989-08-09,true,false,MEDIUM_SEAM,19679
1738,Kusal Perera,MDKJ Perera,Sri Lankan,1990-08-17,false,false,,19679
1670,Kusal Mendis,BKG Mendis,Sri Lankan,1995-02-02,true,true,LEG_SPIN,19679
217,Angelo Mathews,A Mathews,Sri Lankan,1987-06-02,true,true,MEDIUM_SEAM,19679
1295,Dhananjaya de Silva,D de Silva,Sri Lankan,1991-09-06,true,true,OFF_SPIN,19679
215,Thisara Perera,NTLC Perera,Sri Lankan,1989-04-03,true,false,MEDIUM_SEAM,19679
690,Isuru Udana,I Udana,Sri Lankan,1988-02-17,false,true,MEDIUM_SEAM,19679
993,Suranga Lakmal,S Lakmal,Sri Lankan,1987-03-10,true,true,FAST_SEAM,19679
505,Nuwan Pradeep,N Pradeep,Sri Lankan,1986-10-19,true,true,FAST_SEAM,19679
211,Lasith Malinga,L Malinga,Sri Lankan,1983-08-28,true,true,FAST_SEAM,19679
456,Hashim Amla,H Amla,South African,1983-03-31,true,true,MEDIUM_SEAM,19680
834,Quinton de Kock,Q de Kock,South African,1992-12-17,false,false,,19680
24,Faf du Plessis,F du Plessis,South African,1984-07-13,true,true,LEG_SPIN,19680
1277,Rassie van der Dussen,R van der Dussen,South African,1989-02-07,true,true,LEG_SPIN,19680
187,David Miller,D Miller,South African,1989-06-10,true,false,OFF_SPIN,19680
182,JP Duminy,JP Duminy,South African,1984-04-14,false,false,,19680
1662,Andile Phehlukwayo,A Phehlukwayo,South African,1996-03-03,true,false,MEDIUM_SEAM,19680
836,Chris Morris,C Morris,South African,1987-04-30,true,true,FAST_SEAM,19680
1664,Kagiso Rabada,K Rabada,South African,1995-05-25,true,false,FAST_SEAM,19680
898,Imran Tahir,I Tahir,South African,1979-03-27,true,true,LEG_SPIN,19680
3309,Tabraiz Shamsi,T Shamsi,South African,1990-02-18,false,true,UNORTHODOX,19680
107,Rohit Sharma,R Sharma,Indian,1987-04-30,true,true,OFF_SPIN,19681
41,Shikhar Dhawan,S Dhawan,Indian,1985-12-05,true,false,OFF_SPIN,19681
164,Virat Kohli,V Kohli,Indian,1988-11-05,true,true,MEDIUM_SEAM,19681
1125,KL Rahul,KL Rahul,Indian,1992-04-18,true,true,,19681
297,Kedar Jadhav,K Jadhav,Indian,1985-03-26,true,true,OFF_SPIN,19681
1,MS Dhoni,MS Dhoni,Indian,1981-07-07,true,true,MEDIUM_SEAM,19681
2740,Hardik Pandya,H Pandya,Indian,1993-10-11,true,true,MEDIUM_SEAM,19681
116,Bhuvneshwar Kumar,B Kumar,Indian,1990-02-05,true,true,MEDIUM_SEAM,19681
261,Kuldeep Yadav,K Yadav,Indian,1994-12-14,false,false,UNORTHODOX,19681
111,Yuzvendra Chahal,Y Chahal,Indian,1990-07-23,true,true,LEG_SPIN,19681
1124,Jasprit Bumrah,J Bumrah,Indian,1993-12-06,true,true,FAST_SEAM,19681
287,Tamim Iqbal,T Iqbal,Bangladeshi,1989-03-20,false,false,,19682
1919,Soumya Sarkar,S Sarkar,Bangladeshi,1993-02-25,true,false,MEDIUM_SEAM,19682
201,Shakib Al Hasan,S Al Hasan,Bangladeshi,1987-03-24,false,false,ORTHODOX,19682
491,Mushfiqur Rahim,M Rahim,Bangladeshi,1987-05-09,true,true,,19682
1733,Mohammad Mithun,M Mithun,Bangladeshi,1991-03-02,true,true,,19682
492,Mahmudullah,Mahmudullah,Bangladeshi,1986-02-04,true,true,OFF_SPIN,19682
1588,Mosaddek Hossain,M Hossain,Bangladeshi,1995-12-10,true,true,OFF_SPIN,19682
2915,Mohammad Saifuddin,M Saifuddin,Bangladeshi,1996-11-01,true,false,MEDIUM_SEAM,19682
1597,Mehidy Hasan,M Hasan,Bangladeshi,1997-10-25,true,true,OFF_SPIN,19682
391,Mashrafe Mortaza,M Mortaza,Bangladeshi,1983-10-05,true,true,FAST_SEAM,19682
1594,Mustafizur Rahman,M Rahman,Bangladeshi,1995-09-06,false,false,FAST_SEAM,19682
431,Martin Guptill,M Guptill,New Zealander,1986-09-30,true,true,OFF_SPIN,19683
773,Colin Munro,C Munro,New Zealander,1987-03-11,true,false,MEDIUM_SEAM,19683
440,Kane Williamson,K Williamson,New Zealander,1990-08-08,true,true,OFF_SPIN,19683
226,Ross Taylor,R Taylor,New Zealander,1984-03-08,true,true,OFF_SPIN,19683
1140,Tom Latham,T Latham,New Zealander,1992-04-02,true,false,MEDIUM_SEAM,19683
971,Jimmy Neesham,J Neesham,New Zealander,1990-09-17,true,false,MEDIUM_SEAM,19683
820,Colin de Grandhomme,C de Grandhomme,New Zealander,1986-07-22,true,true,MEDIUM_SEAM,19683
1903,Mitchell Santner,M Santner,New Zealander,1992-02-05,false,false,ORTHODOX,19683
1505,Matt Henry,M Henry,New Zealander,1991-12-14,true,true,FAST_SEAM,19683
3729,Lockie Ferguson,L Ferguson,New Zealander,1991-06-13,true,true,FAST_SEAM,19683
969,Trent Boult,T Boult,New Zealander,1989-07-22,false,true,FAST_SEAM,19683
167,Aaron Finch,A Finch,Australian,1986-11-17,false,true,ORTHODOX,19684
170,David Warner,D Warner,Australian,1986-10-27,true,false,LEG_SPIN,19684
948,Usman Khawaja,U Khawaja,Australian,1986-12-18,true,false,MEDIUM_SEAM,19684
271,Steve Smith,S Smith,Australian,1989-06-02,true,true,LEG_SPIN,19684
282,Glenn Maxwell,G Maxwell,Australian,1988-10-14,true,true,OFF_SPIN,19684
964,Marcus Stoinis,M Stoinis,Australian,1989-08-16,true,true,MEDIUM_SEAM,19684
3882,Alex Carey,A Carey,Australian,1991-08-27,false,false,,19684
840,Nathan Coulter-Nile,N Coulter-Nile,Australian,1987-10-11,true,true,FAST_SEAM,19684
488,Pat Cummins,P Cummins,Australian,1993-05-08,true,true,FAST_SEAM,19684
490,Mitchell Starc,M Starc,Australian,1990-01-30,false,false,FAST_SEAM,19684
958,Adam Zampa,A Zampa,Australian,1992-03-31,true,true,LEG_SPIN,19684
236,Chris Gayle,C Gayle,West Indian,1979-09-21,true,false,OFF_SPIN,19685
872,Evin Lewis,E Lewis,West Indian,1991-12-27,false,false,,19685
2751,Shai Hope,S Hope,West Indian,1993-11-10,true,true,,19685
1703,Nicholas Pooran,N Pooran,West Indian,1995-10-02,false,false,,19685
1705,Shimron Hetmyer,S Hetmyer,West Indian,1996-12-26,false,false,,19685
1075,Jason Holder,J Holder,West Indian,1991-11-05,true,true,MEDIUM_SEAM,19685
177,Andre Russell,A Russell,West Indian,1988-04-29,true,true,FAST_SEAM,19685
2722,Carlos Brathwaite,C Brathwaite,West Indian,1988-07-18,true,true,MEDIUM_SEAM,19685
1898,Ashley Nurse,A Nurse,West Indian,1988-12-22,true,true,OFF_SPIN,19685
1309,Sheldon Cottrell,S Cottrell,West Indian,1989-08-19,false,true,FAST_SEAM,19685
5146,Oshane Thomas,O Thomas,West Indian,1997-02-18,true,false,FAST_SEAM,19685
1906,Jason Roy,J Roy,English,1990-07-21,true,true,,19688
506,Jonny Bairstow,J Bairstow,English,1989-09-26,true,true,MEDIUM_SEAM,19688
887,Joe Root,J Root,English,1990-12-30,true,true,OFF_SPIN,19688
197,Eoin Morgan,E Morgan,English,1986-09-10,true,false,MEDIUM_SEAM,19688
1154,Ben Stokes,B Stokes,English,1991-06-04,true,false,FAST_SEAM,19688
509,Jos Buttler,J Buttler,English,1990-09-08,true,true,,19688
967,Chris Woakes,C Woakes,English,1989-03-02,true,true,FAST_SEAM,19688
796,Adil Rashid,A Rashid,English,1988-02-17,true,true,LEG_SPIN,19688
3502,Jofra Archer,J Archer,English,1995-04-01,true,true,FAST_SEAM,19688
1842,Liam Plunkett,L Plunkett,English,1985-04-06,true,true,FAST_SEAM,19688
2749,Mark Wood,M Wood,English,1990-01-11,true,true,FAST_SEAM,19688
287,Tamim Iqbal,T Iqbal,Bangladeshi,1989-03-20,false,false,,19689
1919,Soumya Sarkar,S Sarkar,Bangladeshi,1993-02-25,true,false,MEDIUM_SEAM,19689
201,Shakib Al Hasan,S Al Hasan,Bangladeshi,1987-03-24,false,false,ORTHODOX,19689
491,Mushfiqur Rahim,M Rahim,Bangladeshi,1987-05-09,true,true,,19689
1733,Mohammad Mithun,M Mithun,Bangladeshi,1991-03-02,true,true,,19689
492,Mahmudullah,Mahmudullah,Bangladeshi,1986-02-04,true,true,OFF_SPIN,19689
1588,Mosaddek Hossain,M Hossain,Bangladeshi,1995-12-10,true,true,OFF_SPIN,19689
2915,Mohammad Saifuddin,M Saifuddin,Bangladeshi,1996-11-01,true,false,MEDIUM_SEAM,19689
1597,Mehidy Hasan,M Hasan,Bangladeshi,1997-10-25,true,true,OFF_SPIN,19689
391,Mashrafe Mortaza,M Mortaza,Bangladeshi,1983-10-05,true,true,FAST_SEAM,19689
1594,Mustafizur Rahman,M Rahman,Bangladeshi,1995-09-06,false,false,FAST_SEAM,19689
1313,Noor Ali Zadran,N Zadran,Afghan,1988-07-10,true,true,MEDIUM_SEAM,19690
5134,Hazratullah Zazai,H Zazai,Afghan,1998-03-23,false,false,ORTHODOX,19690
1250,Rahmat Shah,R Shah,Afghan,1993-07-06,true,true,LEG_SPIN,19690
2884,Hashmatullah Shahidi,H Shahidi,Afghan,1994-11-04,true,false,OFF_SPIN,19690
613,Gulbadin Naib,G Naib,Afghan,1991-03-16,true,true,MEDIUM_SEAM,19690
620,Najibullah Zadran,N Zadran,Afghan,1993-02-28,true,false,OFF_SPIN,19690
618,Mohammad Nabi,M Nabi,Afghan,1985-01-01,true,true,OFF_SPIN,19690
2885,Rashid Khan,R Khan,Afghan,1998-09-20,true,true,LEG_SPIN,19690
4677,Ikram Ali Khil,I Ali Khil,Afghan,2000-09-29,false,false,,19690
1455,Aftab Alam,A Alam,Afghan,1992-11-30,true,true,MEDIUM_SEAM,19690
614,Hamid Hassan,H Hassan,Afghan,1987-06-01,true,true,FAST_SEAM,19690
431,Martin Guptill,M Guptill,New Zealander,1986-09-30,true,true,OFF_SPIN,19691
773,Colin Munro,C Munro,New Zealander,1987-03-11,true,false,MEDIUM_SEAM,19691
440,Kane Williamson,K Williamson,New Zealander,1990-08-08,true,true,OFF_SPIN,19691
226,Ross Taylor,R Taylor,New Zealander,1984-03-08,true,true,OFF_SPIN,19691
1140,Tom Latham,T Latham,New Zealander,1992-04-02,true,false,MEDIUM_SEAM,19691
971,Jimmy Neesham,J Neesham,New Zealander,1990-09-17,true,false,MEDIUM_SEAM,19691
820,Colin de Grandhomme,C de Grandhomme,New Zealander,1986-07-22,true,true,MEDIUM_SEAM,19691
1903,Mitchell Santner,M Santner,New Zealander,1992-02-05,false,false,ORTHODOX,19691
1505,Matt Henry,M Henry,New Zealander,1991-12-14,true,true,FAST_SEAM,19691
3729,Lockie Ferguson,L Ferguson,New Zealander,1991-06-13,true,true,FAST_SEAM,19691
969,Trent Boult,T Boult,New Zealander,1989-07-22,false,true,FAST_SEAM,19691
41,Shikhar Dhawan,S Dhawan,Indian,1985-12-05,true,false,OFF_SPIN,19692
107,Rohit Sharma,R Sharma,Indian,1987-04-30,true,true,OFF_SPIN,19692
164,Virat Kohli,V Kohli,Indian,1988-11-05,true,true,MEDIUM_SEAM,19692
1125,KL Rahul,KL Rahul,Indian,1992-04-18,true,true,,19692
297,Kedar Jadhav,K Jadhav,Indian,1985-03-26,true,true,OFF_SPIN,19692
1,MS Dhoni,MS Dhoni,Indian,1981-07-07,true,true,MEDIUM_SEAM,19692
2740,Hardik Pandya,H Pandya,Indian,1993-10-11,true,true,MEDIUM_SEAM,19692
116,Bhuvneshwar Kumar,B Kumar,Indian,1990-02-05,true,true,MEDIUM_SEAM,19692
261,Kuldeep Yadav,K Yadav,Indian,1994-12-14,false,false,UNORTHODOX,19692
111,Yuzvendra Chahal,Y Chahal,Indian,1990-07-23,true,true,LEG_SPIN,19692
1124,Jasprit Bumrah,J Bumrah,Indian,1993-12-06,true,true,FAST_SEAM,19692
170,David Warner,D Warner,Australian,1986-10-27,true,false,LEG_SPIN,19693
167,Aaron Finch,A Finch,Australian,1986-11-17,false,true,ORTHODOX,19693
948,Usman Khawaja,U Khawaja,Australian,1986-12-18,true,false,MEDIUM_SEAM,19693
271,Steve Smith,S Smith,Australian,1989-06-02,true,true,LEG_SPIN,19693
282,Glenn Maxwell,G Maxwell,Australian,1988-10-14,true,true,OFF_SPIN,19693
964,Marcus Stoinis,M Stoinis,Australian,1989-08-16,true,true,MEDIUM_SEAM,19693
3882,Alex Carey,A Carey,Australian,1991-08-27,false,false,,19693
840,Nathan Coulter-Nile,N Coulter-Nile,Australian,1987-10-11,true,true,FAST_SEAM,19693
488,Pat Cummins,P Cummins,Australian,1993-05-08,true,true,FAST_SEAM,19693
490,Mitchell Starc,M Starc,Australian,1990-01-30,false,false,FAST_SEAM,19693
958,Adam Zampa,A Zampa,Australian,1992-03-31,true,true,LEG_SPIN,19693
456,Hashim Amla,H Amla,South African,1983-03-31,true,true,MEDIUM_SEAM,19698
834,Quinton de Kock,Q de Kock,South African,1992-12-17,false,false,,19698
24,Faf du Plessis,F du Plessis,South African,1984-07-13,true,true,LEG_SPIN,19698
1667,Aiden Markram,A Markram,South African,1994-10-04,true,true,OFF_SPIN,19698
1277,Rassie van der Dussen,R van der Dussen,South African,1989-02-07,true,true,LEG_SPIN,19698
187,David Miller,D Miller,South African,1989-06-10,true,false,OFF_SPIN,19698
1662,Andile Phehlukwayo,A Phehlukwayo,South African,1996-03-03,true,false,MEDIUM_SEAM,19698
836,Chris Morris,C Morris,South African,1987-04-30,true,true,FAST_SEAM,19698
1664,Kagiso Rabada,K Rabada,South African,1995-05-25,true,false,FAST_SEAM,19698
898,Imran Tahir,I Tahir,South African,1979-03-27,true,true,LEG_SPIN,19698
1752,Beuran Hendricks,B Hendricks,South African,1990-06-08,false,false,FAST_SEAM,19698
236,Chris Gayle,C Gayle,West Indian,1979-09-21,true,false,OFF_SPIN,19699
2751,Shai Hope,S Hope,West Indian,1993-11-10,true,true,,19699
184,Darren Bravo,DM Bravo,West Indian,1989-02-06,true,false,MEDIUM_SEAM,19699
1703,Nicholas Pooran,N Pooran,West Indian,1995-10-02,false,false,,19699
1705,Shimron Hetmyer,S Hetmyer,West Indian,1996-12-26,false,false,,19699
1075,Jason Holder,J Holder,West Indian,1991-11-05,true,true,MEDIUM_SEAM,19699
2722,Carlos Brathwaite,C Brathwaite,West Indian,1988-07-18,true,true,MEDIUM_SEAM,19699
1898,Ashley Nurse,A Nurse,West Indian,1988-12-22,true,true,OFF_SPIN,19699
410,Kemar Roach,K Roach,West Indian,1988-06-30,true,true,FAST_SEAM,19699
1309,Sheldon Cottrell,S Cottrell,West Indian,1989-08-19,false,true,FAST_SEAM,19699
5146,Oshane Thomas,O Thomas,West Indian,1997-02-18,true,false,FAST_SEAM,19699
167,Aaron Finch,A Finch,Australian,1986-11-17,false,true,ORTHODOX,19712
170,David Warner,D Warner,Australian,1986-10-27,true,false,LEG_SPIN,19712
948,Usman Khawaja,U Khawaja,Australian,1986-12-18,true,false,MEDIUM_SEAM,19712
271,Steve Smith,S Smith,Australian,1989-06-02,true,true,LEG_SPIN,19712
191,Shaun Marsh,S Marsh,Australian,1983-07-09,false,false,ORTHODOX,19712
282,Glenn Maxwell,G Maxwell,Australian,1988-10-14,true,true,OFF_SPIN,19712
3882,Alex Carey,A Carey,Australian,1991-08-27,false,false,,19712
840,Nathan Coulter-Nile,N Coulter-Nile,Australian,1987-10-11,true,true,FAST_SEAM,19712
488,Pat Cummins,P Cummins,Australian,1993-05-08,true,true,FAST_SEAM,19712
490,Mitchell Starc,M Starc,Australian,1990-01-30,false,false,FAST_SEAM,19712
798,Kane Richardson,K Richardson,Australian,1991-02-12,true,true,FAST_SEAM,19712
3801,Fakhar Zaman,F Zaman,Pakistani,1990-04-10,false,false,ORTHODOX,19713
1568,Imam-ul-Haq,Imam ul-Haq,Pakistani,1995-12-12,false,false,,19713
2759,Babar Azam,B Azam,Pakistani,1994-10-15,true,true,OFF_SPIN,19713
441,Mohammad Hafeez,M Hafeez,Pakistani,1980-10-17,true,true,OFF_SPIN,19713
846,Sarfaraz Ahmed,S Ahmed,Pakistani,1987-05-22,true,true,OFF_SPIN,19713
314,Shoaib Malik,S Malik,Pakistani,1982-02-01,true,true,OFF_SPIN,19713
1265,Asif Ali,A Ali,Pakistani,1991-10-01,true,true,MEDIUM_SEAM,19713
2896,Mohammad Amir,M Amir,Pakistani,1992-04-13,false,false,FAST_SEAM,19713
988,Wahab Riaz,W Riaz,Pakistani,1985-06-28,false,true,FAST_SEAM,19713
3325,Hasan Ali,H Ali,Pakistani,1994-07-02,true,true,MEDIUM_SEAM,19713
4530,Shaheen Afridi,S Afridi,Pakistani,2000-04-06,false,false,FAST_SEAM,19713
1906,Jason Roy,J Roy,English,1990-07-21,true,true,,19718
506,Jonny Bairstow,J Bairstow,English,1989-09-26,true,true,MEDIUM_SEAM,19718
887,Joe Root,J Root,English,1990-12-30,true,true,OFF_SPIN,19718
197,Eoin Morgan,E Morgan,English,1986-09-10,true,false,MEDIUM_SEAM,19718
509,Jos Buttler,J Buttler,English,1990-09-08,true,true,,19718
1154,Ben Stokes,B Stokes,English,1991-06-04,true,false,FAST_SEAM,19718
967,Chris Woakes,C Woakes,English,1989-03-02,true,true,FAST_SEAM,19718
1842,Liam Plunkett,L Plunkett,English,1985-04-06,true,true,FAST_SEAM,19718
3502,Jofra Archer,J Archer,English,1995-04-01,true,true,FAST_SEAM,19718
796,Adil Rashid,A Rashid,English,1988-02-17,true,true,LEG_SPIN,19718
2749,Mark Wood,M Wood,English,1990-01-11,true,true,FAST_SEAM,19718
236,Chris Gayle,C Gayle,West Indian,1979-09-21,true,false,OFF_SPIN,19719
872,Evin Lewis,E Lewis,West Indian,1991-12-27,false,false,,19719
2751,Shai Hope,S Hope,West Indian,1993-11-10,true,true,,19719
1703,Nicholas Pooran,N Pooran,West Indian,1995-10-02,false,false,,19719
1705,Shimron Hetmyer,S Hetmyer,West Indian,1996-12-26,false,false,,19719
1075,Jason Holder,J Holder,West Indian,1991-11-05,true,true,MEDIUM_SEAM,19719
177,Andre Russell,A Russell,West Indian,1988-04-29,true,true,FAST_SEAM,19719
2722,Carlos Brathwaite,C Brathwaite,West Indian,1988-07-18,true,true,MEDIUM_SEAM,19719
1309,Sheldon Cottrell,S Cottrell,West Indian,1989-08-19,false,true,FAST_SEAM,19719
5146,Oshane Thomas,O Thomas,West Indian,1997-02-18,true,false,FAST_SEAM,19719
871,Shannon Gabriel,S Gabriel,West Indian,1988-04-28,true,true,FAST_SEAM,19719
954,Dimuth Karunaratne,D Karunaratne,Sri Lankan,1988-04-21,true,false,MEDIUM_SEAM,19720
1738,Kusal Perera,MDKJ Perera,Sri Lankan,1990-08-17,false,false,,19720
502,Lahiru Thirimanne,L Thirimanne,Sri Lankan,1989-08-09,true,false,MEDIUM_SEAM,19720
1670,Kusal Mendis,BKG Mendis,Sri Lankan,1995-02-02,true,true,LEG_SPIN,19720
217,Angelo Mathews,A Mathews,Sri Lankan,1987-06-02,true,true,MEDIUM_SEAM,19720
1295,Dhananjaya de Silva,D de Silva,Sri Lankan,1991-09-06,true,true,OFF_SPIN,19720
215,Thisara Perera,NTLC Perera,Sri Lankan,1989-04-03,true,false,MEDIUM_SEAM,19720
690,Isuru Udana,I Udana,Sri Lankan,1988-02-17,false,true,MEDIUM_SEAM,19720
1293,Milinda Siriwardana,M Siriwardana,Sri Lankan,1985-12-04,false,false,ORTHODOX,19720
211,Lasith Malinga,L Malinga,Sri Lankan,1983-08-28,true,true,FAST_SEAM,19720
505,Nuwan Pradeep,N Pradeep,Sri Lankan,1986-10-19,true,true,FAST_SEAM,19720
167,Aaron Finch,A Finch,Australian,1986-11-17,false,true,ORTHODOX,19721
170,David Warner,D Warner,Australian,1986-10-27,true,false,LEG_SPIN,19721
948,Usman Khawaja,U Khawaja,Australian,1986-12-18,true,false,MEDIUM_SEAM,19721
271,Steve Smith,S Smith,Australian,1989-06-02,true,true,LEG_SPIN,19721
191,Shaun Marsh,S Marsh,Australian,1983-07-09,false,false,ORTHODOX,19721
282,Glenn Maxwell,G Maxwell,Australian,1988-10-14,true,true,OFF_SPIN,19721
3882,Alex Carey,A Carey,Australian,1991-08-27,false,false,,19721
488,Pat Cummins,P Cummins,Australian,1993-05-08,true,true,FAST_SEAM,19721
490,Mitchell Starc,M Starc,Australian,1990-01-30,false,false,FAST_SEAM,19721
937,Jason Behrendorff,J Behrendorff,Australian,1990-04-20,false,true,FAST_SEAM,19721
798,Kane Richardson,K Richardson,Australian,1991-02-12,true,true,FAST_SEAM,19721
